664,665,0.13464949,0.8359999999999999
928,264,0.04850173,0.5719999999999996
1481,523,0.15750583,0.49999999999999956
1599,88,0.009456978,0.49999999999999956
1825,226,0.07519069,0.49999999999999956
2106,281,0.10074888,0.49999999999999956
2317,211,0.09126268,0.49999999999999956
0,981,0.007266866,1.0
0,567,0.007266866,1.0
0,623,0.007266866,1.0
0,848,0.007266866,1.0
0,579,0.007266866,1.0
0,832,0.007266866,1.0
0,1088,0.007266866,1.0
0,783,0.007266866,1.0
0,629,0.007266866,1.0
0,846,0.007266866,1.0
0,1131,0.007266866,1.0
0,645,0.007266866,1.0
0,1334,0.007266866,1.0
0,778,0.007266866,1.0
0,732,0.007266866,1.0
0,568,0.007266866,1.0
0,459,0.007266866,1.0
0,769,0.007266866,1.0
0,1250,0.007266866,1.0
0,715,0.007266866,1.0
0,561,0.007266866,1.0
0,516,0.007266866,1.0
0,639,0.007266866,1.0
0,543,0.007266866,1.0
0,603,0.007266866,1.0
0,662,0.007266866,1.0
0,648,0.007266866,1.0
0,502,0.007266866,1.0
0,999,0.007266866,1.0
0,1082,0.007266866,1.0
0,422,0.007266866,1.0
0,1116,0.007266866,1.0
0,1091,0.007266866,1.0
0,891,0.007266866,1.0
0,508,0.007266866,1.0
0,877,0.007266866,1.0
0,533,0.007266866,1.0
0,940,0.007266866,1.0
0,819,0.007266866,1.0
0,759,0.007266866,1.0
0,977,0.007266866,1.0
0,1148,0.007266866,1.0
0,834,0.007266866,1.0
0,535,0.007266866,1.0
0,1289,0.007266866,1.0
0,982,0.007266866,1.0
0,289,0.007266866,1.0
0,1222,0.007266866,1.0
0,375,0.007266866,1.0
0,698,0.007266866,1.0
0,938,0.007266866,1.0
0,1005,0.007266866,1.0
0,1090,0.007266866,1.0
0,521,0.007266866,1.0
0,787,0.007266866,1.0
0,941,0.007266866,1.0
0,812,0.007266866,1.0
0,1310,0.007266866,1.0
0,995,0.007266866,1.0
0,1011,0.007266866,1.0
0,629,0.007266866,1.0
0,1052,0.007266866,1.0
0,599,0.007266866,1.0
0,589,0.007266866,1.0
0,756,0.007266866,1.0
0,959,0.007266866,1.0
0,1086,0.007266866,1.0
0,650,0.007266866,1.0
0,709,0.007266866,1.0
0,987,0.007266866,1.0
0,694,0.007266866,1.0
0,437,0.007266866,1.0
0,967,0.007266866,1.0
0,1069,0.007266866,1.0
0,1114,0.007266866,1.0
0,595,0.007266866,1.0
0,1203,0.007266866,1.0
0,789,0.007266866,1.0
0,583,0.007266866,1.0
0,806,0.007266866,1.0
0,985,0.007266866,1.0
0,700,0.007266866,1.0
0,1208,0.007266866,1.0
0,702,0.007266866,1.0
0,956,0.007266866,1.0
0,1179,0.007266866,1.0
0,645,0.007266866,1.0
0,707,0.007266866,1.0
0,968,0.007266866,1.0
0,617,0.007266866,1.0
0,519,0.007266866,1.0
0,785,0.007266866,1.0
0,754,0.007266866,1.0
0,810,0.007266866,1.0
0,544,0.007266866,1.0
0,696,0.007266866,1.0
0,761,0.007266866,1.0
0,794,0.007266866,1.0
0,767,0.007266866,1.0
0,634,0.007266866,1.0
0,759,0.007266866,1.0
0,660,0.007266866,1.0
0,870,0.007266866,1.0
0,1162,0.007266866,1.0
0,518,0.007266866,1.0
